Drug,Primary Indication,Virus,Virus Group,Cell lines,Primary cells/organoids,Animal model,Phase I,Phase II,Phase III,Approved,Phase IV,Potential target,Mode_of_action,Reference,Virus Family,Virus Name,Viral Strain/Type,Viral disease,VirusImage,Drug_Bank_ID,PubChem_CID,InChI_Key,Approval Status,Negative Result?
Interferon alpha,Antiviral; Anticancer,CMV,dsDNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,FLUAV,(-)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HRV-A1,(+)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Picornaviridae,Rhinovirus A,Rhinovirus A1,Common cold ,86,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HSV-1,dsDNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,HSV-2,dsDNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,PTV,(-)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 18222548,Phenuiviridae,Punta Toro phlebovirus,,Acute febrile illness,23,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,YFV,(+)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 11142632,Flaviviridae,Yellow fever virus,,Yellow fever,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,DENV-1,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 1,Dengue fever,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,DENV-2,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,DENV-4,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Dengue virus,Dengue virus 4,Dengue fever,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,JEV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Japanese encephalitis virus,,Japanese encephalitis,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,WNV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,USUV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Usutu virus,,Fever; rash; encephalitis; meningitis,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,LGTV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Langat virus,,No disease in humans,2,N/A,N/A,N/A,Approved ,
Interferon alpha,Antiviral; Anticancer,WESSV,(+)ssRNA,*,,,,,,,,Human IFNAR,IFNR agonist,PMID: 12719009,Flaviviridae,Wesselsbron virus,,Fever; headache; myalgia; arthralgia; impaired vision,2,N/A,N/A,N/A,Approved ,
Interferon beta,Treatment of Multiple Sclerosis,HAdV,dsDNA,,,,,*,,,,Human IFNAR,IFNR agonist,PMID: 27112783,Adenoviridae,,,Respiratory disease,73,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,B19V,ssDNA,,,,,*,,,,Human IFNAR,IFNR agonist,PMID: 27112783,Parvoviridae,Primate erythroparvovirus 1,,Erythema infectiosum,33,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,EBOV,(-)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 28225767,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HCV,(+)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 18080763,Flaviviridae,Hepacivirus C,,Hepatitis C,2,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,EV,(+)ssRNA,,,,,*,,,,Human IFNAR,IFNR agonist,PMID: 27112783,Picornaviridae,,,,86,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HHV-6,dsDNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 12120696,Herpesviridae,Human betaherpesvirus 6,,Exanthema subitum,12,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HRV-A9,(+)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 3014018,Picornaviridae,Rhinovirus A,Rhinovirus A9,Common cold ,86,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HRV-B14,(+)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 3014018,Picornaviridae,Rhinovirus B,Rhinovirus B14,Common cold ,86,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,MERS-CoV,(+)ssRNA,,,,,*,,,,Human IFNAR,IFNR agonist,PMID: 33026741,Coronaviridae,Middle East respiratory syndrome-related coronavirus,,Middle East respiratory syndrome,8,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,SARS-CoV-2,(+)ssRNA,,,,,*,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 33189161; 32401715; 32862111,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HTLV-1,ssRNA-RT,,,*,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 22953092,Retroviridae,Primate T-lymphotropic virus 1,Human T-lymphotropic virus type 1,"Adult T-cell lymphoma, myelopathy, uvulitis",33,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,RABV,(-)ssRNA,,,*,,,,,,Human IFNAR,IFNR agonist,PMID: 2843684,Rhabdoviridae,Rabies lyssavirus,,Rabies ,11,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,FLUAV,(-)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 2545792,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HCoV-229E,(+)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 2545792,Coronaviridae,Human coronavirus 229E,,Common cold,8,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HIV-1,ssRNA-RT,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 2514233,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,HPIV,(-)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 2545792,Paramyxoviridae,,,Upper respiratory tract infections,4,N/A,N/A,N/A,Approved,
Interferon beta,Treatment of Multiple Sclerosis,SARS-CoV,(+)ssRNA,*,,,,,,,,Human IFNAR,Stimulates cell-mediated immune response,PMID: 15288617,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,N/A,N/A,N/A,Approved,
Interferon gamma,Anticancer,DENV-2,(+)ssRNA,*,,,,,,,,Human IFNGR,IFNR agonist,PMID:10799569,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,NA,N/A,N/A,Investigational,
Interferon gamma,Anticancer,EBOV,(-)ssRNA,*,,,,,,,,Human IFNGR,IFNR agonist,PMID:?6562011,Filoviridae,Zaire ebolavirus,Ebola virus,Ebola hemorrhagic fever,3,NA,N/A,N/A,Investigational,
Interferon gamma,Anticancer,SARS-CoV,(+)ssRNA,*,,,,,,,,Human IFNGR,IFNR agonist,PMID:?5476870,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,,Severe acute respiratory syndrome,8,NA,N/A,N/A,Investigational,
Interferon gamma,Anticancer,YFV,(+)ssRNA,*,,,,,,,,Human IFNGR,IFNR agonist,PMID:?1160715,Flaviviridae,Yellow fever virus,,Yellow fever,2,NA,N/A,N/A,Investigational,
Interferon gamma,Anticancer,ZIKV,(+)ssRNA,*,,,,,,,,Human IFNGR,IFNR agonist,PMID:?8468880,Flaviviridae,Zika virus,,Zika virus disease,2,NA,N/A,N/A,Investigational,
Interferon lambda,Antiviral,HBV,dsDNA-RT,,,,,*,,,,Human IFN-_R3,IFNR agonist,PMID: 26739688,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,N/A,N/A,N/A,Investigational,
Interferon lambda,Antiviral,CHIKV,(+)ssRNA,*,,,,,,,,Human IFN-_R1,IFNR agonist,PMID: 34452467,Togaviridae,Chikungunya virus,,Chikungunya fever,6,N/A,N/A,N/A,Investigational,
Interferon lambda,Antiviral,FLUAV,(-)ssRNA,*,,,,,,,,Human IFN-_R2,IFNR agonist,PMID: 34452467,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,N/A,N/A,Investigational,
Interferon lambda,Antiviral,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human IFN-_R4,IFNR agonist,PMID: 34452467,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,N/A,N/A,Investigational,
Interleukin-7,Antiviral,HBV,dsDNA-RT,,,,*,*,,,,Human CD127,CYT-107 is manufactured version of interleukin-7; a protein,NCT01027065,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB11997,347911267,0,Investigational,
Interleukin-7,Antiviral,HCV,(+)ssRNA,,,,*,*,,,,Human CD127,CYT-107 is manufactured version of interleukin-7; a protein,NCT01025596,Flaviviridae,Hepacivirus C,,Hepatitis C,2,DB11997,347911267,0,Investigational,
Interleukin-7,Antiviral,HIV-1,ssRNA-RT,,,,,*,,,,Human CD127,CYT-107 is manufactured version of interleukin-7; a protein,NCT01019551,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB11997,347911267,0,Investigational,
Irbesartan,Antihypertensive,HBV,dsDNA-RT,*,,,,,,,,Human ATR,Angiotensin receptor blocker (ARB)?PMID: 25929767,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB01029,3749,YOSHYTLCDANDAN-UHFFFAOYSA-N,Approved,
Irbesartan,Antihypertensive,HDV,(-)ssRNA,*,,,,,,,,Human ATR,Angiotensin receptor blocker (ARB)?PMID: 24717262,Kolmioviridae,Hepatitis delta virus,,Hepatitis D,-1,DB01029,3749,YOSHYTLCDANDAN-UHFFFAOYSA-N,Approved,
Itraconazole,antifungal,FLUAV,(-)ssRNA,*,,*,,,,,,Unknown,Antifungal; hedgehog signaling inhibitor,PMID:30866762,Orthomyxoviridae,Influenza A virus,,Influenza,34,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,HRV-A1B,(+)ssRNA,*,,*,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:26976677,Picornaviridae,Rhinovirus A,Rhinovirus A1B,Common cold ,86,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,DENV-2,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID: 29981375,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,ECHOV-30,(+)ssRNA,*,,,,,,,,Unknown,Antifungal; hedgehog signaling inhibitor,PMID: 29164043,Picornaviridae,Enterovirus B,Echovirus E30,"Mild symptoms, meningitis",9,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,EV-A71,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:25640182,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,CVB-3,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:25640182,Picornaviridae,Enterovirus B,Coxsackievirus B3,Fever; headache; sore throat; gastroenteritis; pericarditis; myocarditis,9,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,HRV-B14,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:25640182,Picornaviridae,Rhinovirus B,Rhinovirus B14,Common cold ,86,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,EMCV,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:25640182,Picornaviridae,Cardiovirus A,,Encephalomyocarditis,9,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,SAFV,(+)ssRNA,*,,,,,,,,Human lipid transfer protein,Inhibition of OSBP and ORP4; Inhibition of viral organelle formation,PMID:25640182,Picornaviridae,Cardiovirus D,Saffold virus,Unknown,86,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,HMPV,(-)ssRNA,*,,,,,,,,Unknown,Antifungal; hedgehog signaling inhibitor,doi: 10.3389/fimmu.2019.02186,Pneumoviridae,Human metapneumovirus,,Lower respiratory infection in young children,24,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,HPEV-3,(+)ssRNA,*,,,,,,,,Unknown,Antifungal; hedgehog signaling inhibitor,PMID:29155163,Picornaviridae,Parechovirus A,Human parechovirus 3,Infection of the central nervous system,86,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Itraconazole,antifungal,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Unknown,Antifungal; hedgehog signaling inhibitor,PMID: 33752127,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB01167,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Approved,
Ivermectin,Antiprotozoal,SARS-CoV-2,(+)ssRNA,,,,,,,,*,Human importin,Importin-mediated nuclear import inhibitor,NCT04739410; PMID: 32251768,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,DENV,(+)ssRNA,,,,,*,*,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,NCT03432442; NCT02045069; PMID: 33462580,Flaviviridae,Dengue virus,,Dengue fever,2,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,CHIKV,(+)ssRNA,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:26752081,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,HENV,(-)ssRNA,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:29321677,Paramyxoviridae,Hendra henipavirus,Hendra virus,Severe encephalitis and respiratory disease,4,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,HIV-1,ssRNA-RT,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:22417684,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,SINV,(+)ssRNA,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:26752081,Togaviridae,Sindbis virus,,Rash and arthritis,6,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,YFV,(+)ssRNA,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:26752081,Flaviviridae,Yellow fever virus,,Yellow fever,2,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,ZIKV,(+)ssRNA,*,,,,,,,,Human importin,Importin ?/?-mediated nuclear import inhibitor,PMID:27476412,Flaviviridae,Zika virus,,Zika virus disease,2,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,SFV,(+)ssRNA,*,,,,,,,,Human importin,Importin-mediated nuclear import inhibitor,PMID: 26752081,Togaviridae,Semliki Forest virus,,"Encephalitis, mild symptoms",6,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,HAdV-5,dsDNA,*,,,,,,,,Human importin,Importin-mediated nuclear import inhibitor,PMID: 32641484,Adenoviridae,Human mastadenovirus C,Human adenovirus C5,Respiratory disease,73,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,HAdV-3,dsDNA,*,,,,,,,,Human importin,Importin-mediated nuclear import inhibitor,PMID: 32641484,Adenoviridae,Human mastadenovirus B,Human adenovirus B3,Respiratory disease,73,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
Ivermectin,Antiprotozoal,BKV,dsDNA,*,,,,,,,,Human importin,Importin-mediated nuclear import inhibitor,PMID: 25463609,Polyomaviridae,Human polyomavirus 1,,Nephropathy and hemorrhagic cystitis,-1,DB00602,46936176,SPBDXSGPUHCETR-CVSKBELMSA-N,Approved,
JIB-04,N/A,TGEV,(+)ssRNA,,,*,,,,,,Human HDAC,Human HDAC inhibitor,PMID: 32995798,Coronaviridae,Alphacoronavirus 1,Transmissible Gastroenteritis Virus,No disease in human; Gastroenteritis in swine,,N/A,6519698,YHHFKWKMXWRVTJ-OQKWZONESA-N,Experimental,
JIB-04,N/A,SARS-CoV-2,(+)ssRNA,*,,,,,,,,Human HDAC,Human HDAC inhibitor,PMID: 32995798,Coronaviridae,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus 2,COVID-19,8,N/A,6519698,YHHFKWKMXWRVTJ-OQKWZONESA-N,Experimental,
JIB-04,N/A,VACV,dsDNA,*,,,,,,,,Human HDAC,Human HDAC inhibitor,PMID: 32995798,Poxviridae,Vaccinia virus,,No disease in human,5,N/A,6519698,YHHFKWKMXWRVTJ-OQKWZONESA-N,Experimental,
JIB-04,N/A,RoV,dsRNA,*,,,,,,,,Human HDAC,Human HDAC inhibitor,PMID: 32995798,Reoviridae,,,,,N/A,6519698,YHHFKWKMXWRVTJ-OQKWZONESA-N,Experimental,
JIB-04,N/A,VSV,(-)ssRNA,*,,,,,,,,Human HDAC,Human HDAC inhibitor,PMID: 32995798,Rhabdoviridae,Indiana vesiculovirus,,Vesicular stomatitis,11,N/A,6519698,YHHFKWKMXWRVTJ-OQKWZONESA-N,Experimental,
Kasugamycin,Bactericide; Fungicide,FLUAV,(-)ssRNA,,,*,,,,,,Unknown,N/A,PMID: 29632368,Orthomyxoviridae,Influenza A virus,,Influenza,34,N/A,65174,PVTHJAPFENJVNC-UQTMRZPGSA-N,Experimental,
Kasugamycin,Bactericide; Fungicide,HSV-2,dsDNA,,,*,,,,,,Unknown,N/A,PMID: 29632368,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,N/A,65174,PVTHJAPFENJVNC-UQTMRZPGSA-N,Experimental,
Kasugamycin,Bactericide; Fungicide,ZIKV,(+)ssRNA,,,*,,,,,,Unknown,N/A,PMID: 29632368,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,65174,PVTHJAPFENJVNC-UQTMRZPGSA-N,Experimental,
Labyrinthopeptin A1,N/A,DENV,(+)ssRNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Flaviviridae,Dengue virus,,Dengue fever,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,CHIKV,(+)ssRNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Togaviridae,Chikungunya virus,,Chikungunya fever,6,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,CMV,dsDNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,HCV,(+)ssRNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Flaviviridae,Hepacivirus C,,Hepatitis C,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,HSV-1,dsDNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,KSHV,dsDNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,WNV,(+)ssRNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A1,N/A,ZIKV,(+)ssRNA,*,,,,,,,,Viral membrane,Interference with viral phospholipid membrane,PMID: 31666384,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,DENV,(+)ssRNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Flaviviridae,Dengue virus,,Dengue fever,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,CHIKV,(+)ssRNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Togaviridae,Chikungunya virus,,Chikungunya fever,6,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,CMV,dsDNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Herpesviridae,Human betaherpesvirus 5,,Mononucleosis-like illness,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,HCV,(+)ssRNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Flaviviridae,Hepacivirus C,,Hepatitis C,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,HSV-1,dsDNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Herpesviridae,Human alphaherpesvirus 1,,Cold sores,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,HSV-2,dsDNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Herpesviridae,Human alphaherpesvirus 2,,Genital herpes,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,KSHV,dsDNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Herpesviridae,Human gammaherpesvirus 8,,Kaposi's sarcoma,12,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,WNV,(+)ssRNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Flaviviridae,West Nile virus,,West Nile fever,2,N/A,N/A,N/A,Experimental,
Labyrinthopeptin A2,N/A,ZIKV,(+)ssRNA,*,,,,,,,,Viral membrane,viral membrane lipid phosphatidylethanolamine,PMID: 31666384,Flaviviridae,Zika virus,,Zika virus disease,2,N/A,N/A,N/A,Experimental,
Lamivudine,Antiviral,HBV,dsDNA-RT,,,,,,,*,,Viral RT,RT inhibitor and zalcitabine analog,CID:60825; DB00709 ,Hepadnaviridae,Hepatitis B virus,,Hepatitis B,35,DB00709,60825,JTEGQNOMFQHVDC-NKWVEPMBSA-N,Approved,
Lamivudine,Antiviral,HIV-1,ssRNA-RT,,,,,,,*,,Viral RT,RT inhibitor and zalcitabine analog,CID:60825; DB00709 ,Retroviridae,Human immunodeficiency virus 1,,Acquired immune deficiency syndrome,33,DB00709,60825,JTEGQNOMFQHVDC-NKWVEPMBSA-N,Approved,
Lamivudine,Antiviral,HIV-2,ssRNA-RT,,,,,,,*,,Viral RT,RT inhibitor and zalcitabine analog,CID:60825; DB00709 ,Retroviridae,Human immunodeficiency virus 2,,Acquired immune deficiency syndrome,33,DB00709,60825,JTEGQNOMFQHVDC-NKWVEPMBSA-N,Approved,
Lanatoside C,Antiarrhythmic,CHIKV,(+)ssRNA,*,,,,,,,,Unknown,Increasing the concentration of intracellular calcium,PMID:25251726,Togaviridae,Chikungunya virus,,Chikungunya fever,6,DB13467,3879,JAYAGJDXJIDEKI-UHFFFAOYSA-N,Approved,
Lanatoside C,Antiarrhythmic,DENV-2,(+)ssRNA,*,,,,,,,,Unknown,Increasing the concentration of intracellular calcium,PMID:25251726,Flaviviridae,Dengue virus,Dengue virus 2,Dengue fever,2,DB13467,3879,JAYAGJDXJIDEKI-UHFFFAOYSA-N,Approved,
Lanatoside C,Antiarrhythmic,EV-A71,(+)ssRNA,*,,,,,,,,Unknown,Increasing the concentration of intracellular calcium,PMID:25251726,Picornaviridae,Enterovirus A,Enterovirus A71,"Acute flaccid myelitis (polio-like disorder); Gastroenteritis; Hand, foot, and mouth disease",9,DB13467,3879,JAYAGJDXJIDEKI-UHFFFAOYSA-N,Approved,
Lanatoside C,Antiarrhythmic,KUNV,(+)ssRNA,*,,,,,,,,Unknown,Increasing the concentration of intracellular calcium,PMID:25251726,Flaviviridae,West Nile virus,Kunjin virus,Kunjin virus disease,2,DB13467,3879,JAYAGJDXJIDEKI-UHFFFAOYSA-N,Approved,
